,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_Intercept_subj.42.0,-0.00021219261037458566,0.0916812062453115,-0.1801292525447518,-0.06200719517754358,0.00013753714659470173,0.06195852225245546,0.17945274871247224,0.00043815037436512863
v_Intercept_subj.43.0,0.3290144656461389,0.09648451977736243,0.14030494518989872,0.2639475238464585,0.3292218842764271,0.3940504174460828,0.5187805498402813,0.00047298231039015465
v_Intercept_subj.44.0,0.4428018736971108,0.10077905745095378,0.24503209339546697,0.3744442180852669,0.4430902641984228,0.5110283282164737,0.6397875280336264,0.0005010092501609267
v_Intercept_subj.45.0,0.34896994347101173,0.0929889372696038,0.16715079877976596,0.28596526121259214,0.3487755516305271,0.41153573862467807,0.5323876240359153,0.0004203749332763299
v_Intercept_subj.46.0,-0.27090501426158403,0.10503033888179865,-0.47632126253392015,-0.3419151093257537,-0.2706769578514605,-0.2003536941351459,-0.06617228956188292,0.0004978115016547799
v_Intercept_subj.47.0,0.21882653383006268,0.10507076795551047,0.012028997462095119,0.14834232350033238,0.21921219644989282,0.28977257402710377,0.42283223510832835,0.0005175389560195962
v_Intercept_subj.48.0,0.16134286283294758,0.11769473274596512,-0.06900077775016117,0.08237200197125587,0.16113407851950715,0.23911395660873366,0.39410635494649443,0.0005678092817227842
v_Intercept_subj.49.0,0.5224691204212468,0.1066332905798992,0.31414645127202845,0.4507096634219088,0.5225755649006815,0.5940357994000629,0.7315867741084927,0.0005072790745541661
v_stim,1.752826329556978,0.05959005216671746,1.6371795943970695,1.7127041467761768,1.7522789717904106,1.7920478105518394,1.8724013553194316,0.00029621487668848536
v_stim_std,0.34659735635138517,0.05165221741997358,0.25564280684987833,0.3103595369802481,0.34308815516335933,0.3785955846642177,0.45873067718443095,0.0003187808638003712
v_stim_subj.1.0,1.6995785706063598,0.20332286449885115,1.3064196943887674,1.5637713262373107,1.6973410215992746,1.8323898975773845,2.109330347697681,0.0008832731608229612
v_stim_subj.2.0,1.885098675856902,0.17555926665136273,1.5437113844284445,1.7665208265234535,1.8835766914258918,2.002122718734189,2.232523108923349,0.0008280252145211314
v_stim_subj.3.0,1.5804117038211631,0.15753920687360695,1.2771793243428227,1.4738116044410314,1.5786202825068418,1.6855200734781786,1.8941824768382036,0.0006997106574586726
v_stim_subj.4.0,2.1839999119197135,0.2383002345646273,1.7273924392395172,2.0221608636808446,2.1796142484153203,2.3427437076027746,2.6676678458758127,0.001146562646802209
v_stim_subj.5.0,1.7535254575850352,0.19262869156936008,1.3786120865941698,1.6231061352745368,1.752557790656487,1.882632328763486,2.1344323560794574,0.0008359883040457061
v_stim_subj.6.0,1.620151032536997,0.17737505769284645,1.2717704005472146,1.5002678699131358,1.6198555633276697,1.740054793966736,1.9676031862352983,0.0007194897255907293
v_stim_subj.7.0,1.491348898436926,0.16429049108460678,1.1725014369542515,1.380550104105751,1.4903610184166434,1.6009692333996528,1.8148610492229031,0.000785224079249403
v_stim_subj.8.0,2.0337427235955405,0.19638339435215088,1.6539219747030014,1.9002503186990527,2.0326845206243807,2.1639696737067786,2.4247352434414977,0.0007044344994240539
v_stim_subj.9.0,1.8818769332547909,0.1719214698444771,1.5474373153593795,1.7649715175173282,1.8817870244858956,1.9978854224190334,2.2203737845616422,0.0007063325200047697
v_stim_subj.10.0,1.1209230376326857,0.1344386281927046,0.8596644169853466,1.0300236799559381,1.120905770877436,1.2111310890025666,1.3850062493375621,0.0005223880145413474
v_stim_subj.11.0,1.4435754785500152,0.15894461934861695,1.131514109522896,1.3366719248462178,1.4435086262920729,1.5508700536474274,1.7537716752892671,0.0006214730074214324
v_stim_subj.12.0,1.6752638565476512,0.17360361066962482,1.3378228569231663,1.5587383781168196,1.6746208143563928,1.7911406314347331,2.018580351375242,0.0006783124115048679
